,title,price,link_item,discount,sales,category,revenue
0,"Áo khoác gió GOKING 2 lớp, form unisex cho nam nữ. Ngoài vải dù, trong lót vải cào cách nhiệt. Hàng Việt Nam chất lượng cao",235000,https://tka.tiki.vn/pixel/pixel?data=xlY98fkU0QdStWH0MWrlCX6sQpwYHmmuUiM3f0DRcEaBCoGHP1bu4XP_awxBnvE8XpEYtqPy92fx49NN6JFEQADk0myax5eyPJE6i8PkzEpNNy33LW_N9ePNRLkUrduntlPg4UZ6UJ9ycwG6ztQi_Ui4Y-38siGxwo_NU7Zj5lDytvk1o7n5QteGFHletz2ejz-S17SLAalg_XthliCd7WQ6jQLKUhI8mPjSH-p004soYouU9VO1PmangOJ56QuCn1kB2BZy2GVLBphX-9EOw7My0fhXJcwZtT5jtvqtDfTZMttG3TdTlllcFZi4X760Gy3DnURAr-RPEqHtX-Pu3JgrnwFM4xjxBpnOa_E-o67Pwz_0VWbWTmql8zc-VxPre0qUVG-hvULNz11TPIWz7cVTQVbzD5jE0dTIVKghSwO3wx1gsWn_Zyq0f9z2duPIVj_dhU64U4_YYWi4ngtTiTTZY-hsNrTl4jUkvjYsbuXsm1SVtyOcyWLiZ-bC_KUF2JaNbu_jDkjm4L2eTvw11Clqh16EXXFX9KJAQpE7zBk2YnLlNQYukmgaW9OgqS825Z11JNyaPUrt5NmdnkPEvDoLUgUKOLImFXeAfaqjCn_WXvPxXsBCvISYizLimfDngz4hr1wr7ssgPCMv6WbjWn8-T3yWHcot_hYu5wUuO4-Qf1QZyFiWC2kwnLFe_8ncR00ygakSm--_FQlMGMz0feIEzSDkIka0XRWRudG1L0Jr2aJetF2b5Zai6Rg582MuuHT0DJQV5Q7xMK0RpNm8dub_I-IUqVaNPeYVbIQh8GY_7GUJdUb3lA9azl-6dIEC11CzWNfZvAXqVImmQlkFxn_5SORiGKv3OXO2uWDTCN8xIbAKzqjzFXlnJ4uVd0tOkJ9use5aOIQLPAc7YvRYVbZ_SnuDsOxwn4NJZO0wUnpUtQRRq8Vb-_feWGY8fedU8j_D2nuIIv5worNvspnF7SjQic5Jwoq6BMASHD1qC75OV8px69Ll0kKBMsRIa1ya8tgAdrr7MDTFr3oJ7J7tVCLLJqcfGxy77MguMvmBhjWy7E_XyeDBbbDlFhtv3O4CBSudiXoVc0iOY5TpRS-ShQzURb1bcR6sBFYX69zONioyBxMdcv_saO_OPId4ocUx3BEY-Z1Qx1KL5j9gFN7WBbphfJVWw3D6&reqid=EgaqY4bXIoCsb2vz&type=CLICK&pos=1,,80.0,aokhoacnu,18800000.0
1,"Áo khoác gió cách nhiệt GOKING, form unisex cho nữ nam. Ngoài vải dù, trong lót vải cào cách nhiệt, chống nắng gió lạnh, giữ ấm cơ thể",235000,https://tka.tiki.vn/pixel/pixel?data=vHcpn6EMVm9r0j_gDxXVyGHoHCiCECKPgvQXTxH08NIWQiE8E713hZL8tdeKkUyvdGIItDHp9bf__AqZpMIBkhp1HNL4lNeLP7qPmKAA64uUjtoL7RQcuXGOl2q4VdGEUSQjakDl5thacL-wqQkul9TB633NTaiYsLEQ85S5SLJanAX6voFECHQdG-pFreWbVsDnzweTL86kz_Tp71RP5S8mqQ7nkV-OwcPEjNGmkLXUiEC429mcSpQh70L6IPDazSkoBiZU-8ItUtXEfLcdF0Z0OwicdBQLPsbkHnglGsbgpCjsTiYGtO2t3kiAYJlcyoe6LVH7kmxGv-Zl2IeJkgDE0yFP8GFg_PYHbDgOQDVdcPThs8-Xe59Gka41SrzeSSvGHiX0PqUttmx4aKuVioBAy1T6kC3RgmogcS3MBF-famVrpiNzfcIGQe-Nq1oQ8scKt6FoIMOXvA3j3JkVrYuMiNRqyRw0ff62IqHo0ZzoO52Lc-oYoWyRmFDhtYEiLrOgc-5oXkLEXd_qEUfGJ1inWWooDBh6kZDkSiwsczzbZDmp_LV_QACcH0Dwc6AKs6CtZebi30lni3fW4zaU36NL-Rfro8-V0k6H67993nEa6HVBlxoXdR4NSR9xMrt7GlnJZjivZ6prfE2105GmD5S2DBFMAvK7Qui5p8WL9zFpRBGrRTd53BLydMn3O9vPJ6h5BPHZK8JYjLLickWc0bMb-QHGnygfF7EZynbicLy0uOaIyWOpZIjmpSD_cWg-K14P0TbU0aXJmYeH2ruswKeVM-li5HdKGDaVTVD5YMEN2ai30gm5zObF_tuekzOHM-3oX1vBcTXIvK1ZfffGj7Rh3A8HOTpySbB8Dsk_Zl9hEbQG8o0WLolcu6Ys9V9QmHcokDwbQEPxOTidlv-Nv47uq0K_D-nvbkx86FbqB-8gbIgxSRmnhfRazreXEHUf13t9QmhLex3lCcvojDP1jBhhTe6RDLel7HuKhnttuwXyIC7ZAM0fhVm04FPA-OJsvGq8LOJb7AuRdkgzjNc6c9-w2Pp_xvYs_tcANJ2aOI7qLz84-z2iIFQhaHw2NFQ4bD0bwpu4HUE9JRtm3C7I8cjVcgZzoc4ooQthKeMTnhPX6hbnp6td6bZJvEnyPVv1X1ykWbxSe5DjBFt29ZksCn0ibmQ2oBDzDLhZJM2XYhbnAh47mNU&reqid=EgaqY4bXIoCsb2vz&type=CLICK&pos=2,-44%,89.0,aokhoacnu,20915000.0
2,"Áo khoác gió cách nhiệt GOKING phối viền, mũ dấu gọn gàng, 3 túi to rộng. Form unisex cho nữ nam",255000,https://tka.tiki.vn/pixel/pixel?data=xR58NASNnvnZMIfnIwCsxrY093t2PO5xP57wweZCUGl6a314s5ZTyD9r6NcEvHB6zPnDnCBVzIJn0cBvP34SEQWnHpLHr-RUdgQ7PBB7Vf-1sUfssBJzJ8LyxEd_o1JZxuw4mGXqg9WIhgCZpdWsMteWHp0jLhu5yTKqos4J_l4PONZENwq0Qqu_ZE8Rzo-TO0-FIdthYZonBID4MFxNI6i2mEPjtMgA9tb79hgLiKubi2v7ExeSKNEtR9dGel-Rv30Mstm00iVJGLiEYQhikohyMNkjRlcr1CwfZqIYsttJrg1sE21MHR01xzt7oD9QdkIS9Cun412G3hDt2Ka9NS7kesVqHUJ-eAagBxCvtPyJh-tqGXkdkbBxscZHtpWHhzDirCco4PQGlhpRfK2zvfbTrKpKGOc2LxXVzQNl-xI1DQgLVByIRBDX-rW6L6gcg_IIAwvVcO3xDbRxu_tRCjqOY2o285xDhwh0U86iOfrjzQ9KtpnUdL2E2d147-riYnDSgDv_LTB2lrMOW5FQwV2JfalKUEC4ossccsSrvVf2iYC9VW5Hkd7NNssxM2RBSeXWafHxvXrGBcjwIv4KR7t4T-68Lf-9NazSzpCen1u0rbigWss-MxSaD9J0f-iNeEhfm-3vKFlJrg7XXMXp6mUoLD-MOJnohyZUULu6Na6DlMef1gvDXvNI6Vq5Tz5HAh7SiYhaCYvxSJx1DDtKX9ebRNshphHGaKyvGW7A7b6nGpYBCw7RBwm_pZJJgyvmkLCTVnmwQuYqkT7hnl1iWZstIFudCvkDE0Ibz0XMDJ1RkxVzgxbCDl-vHkSsAxKY6QE_GoAkED4uWvj7AXoL8zp8OmJYIwy2egQ08p6Dmpuk6TFqztbj-7RFq2catJNOH-Vq-Dnwx-fCR3bOD-BRHzxwoCFUedEQbCEPavJniKgf7JScbPGIegR2SP0qZliVZiYo4wyDfW3cZ7aojpk0ovXrkP5p5PaWL2KGx4gPqyMvuU8d5jausaGgm9mRxNpkuOcALCIjZt5Q7WqDi-29MIfKHra7I3W923SN_vLUSlr9tMbVb2f4xup5JdDmw_uRApXmDWk32xruwyYHn2wX8ovY_bMU3JnJYH1EFEDp5Nppetjz_eXaj5wMZXime0TmLAWoRSRXohYyoTnDZTf95Ni5JCXMXZ4nvis7jg-xB7zaoQ&reqid=EgaqY4bXIoCsb2vz&type=CLICK&pos=3,-12%,102.0,aokhoacnu,26010000.0
3,Áo Hoodie Trơn Màu Xanh Dương Cao Cấp Dáng Rộng Unisex Nam Nữ Mặc Được - MM,120000,https://tka.tiki.vn/pixel/pixel?data=uA1THT8yBf69BRgoVKP5Tg_hUJlKLCyJuUJk_RkQyI1g2VgRw0HrnDaSXB1oa8WGBRMZ5_9ogOvWCO2tXoZyGkvWrR6KDVfcXJD0gtpn_LnONUCHQpz_fHhP90kcP0hJiVd2-76DYOMSaU9htjtVStDL7QS-3hExujnqRPaTiQSZn3JQlHObYByKfFg1B3wqFfStIHlKqL8OwawWXBWjN0-lebwCAmvO6wE3TSdQ-ehrOUeXDCIACgCEBwgvpxkRLHQGktTY6G2t_QlPnEnpSmW2cIuK568ovHpJd0JoEjncwLWn6Q-YlaKYAJzholfXkcwTPKwI2nwTCeEWpigsFQKIGzObbnV1cdpgHwAIlquUtFuEfarK6hJcnVWUY_EMtzyIpvA6lcRRs6ddkl4O3Y6I1wSyDGHCqVDdMpZMxZ-CVYOjEF863AiOO2g3mNdrsGFvUdR8A0-UuUugs7yms4Jrbe7gBlAbwPy23wkvfVNKHLSi_Qe3J-_ki1KM2zcQvAWF7DJJAsrw8mbmKrcZpgdr8NlARwGJE9s64oEgYRsYOeXc0WrVnHmqn4u8lBGWeLLhbEgxCiqDewwAyhy31QoVGfyFxuQK2LM9gJuSIRp3VedAhcG9YIWy0pcXReXB4AiM2KXsHYlpiMdQDPWzKExkIyf1HL-HOEiWwSNxBfarz7rXKhsFfTnEDVS0a_8KR3dowjPQfQORJqXyewsVr_-T48w7VZooStNM1ryExzOveR1zxsrDRU2SCud5_cfejsGrCCEzlCvhCQ6clTXd3Ycf68nKVUH8zZHFE3oGOp_CzG1BhDvJ_SuJLzGfYVWPZ_fRL1j2fhGKIw6szVNHFAx-SpZc3UVId5mvDm_u9cOV-O_5VgCUK9JHuAKvx-YaD5HRaqY56S7c6kQSCkhSk4O3xWkDZ4WPLcN5BT2Ttfke3nbbz3o6Jm2EzV0TD2VdBzO9B6W3ROTjeapOlaNtvWwTPlPqWZwEesK0Dlhh-Dxe6fJQ7jVB7qKKi_Fyg4o6CmA6kmnJGCgwWYSg36YPztmlDheRHlO3K656xcRAE86fMlRM3FtYDi9hreNuxDXmOuY0_13MWHRhQlPnG5R97vZ7aNepRQQ6hFIAMsTv5endd0AioyRLg22F5v0i_i1QSA7cwdpA888ZaS8UAkPg4QZ7BdHNSnIHbCssnDy4CtvoeGWtDsii&reqid=EgaqY4bXIoCsb2vz&type=CLICK&pos=4,,1.0,aokhoacnu,120000.0
4,Áo Khoác Nữ Cao Cấp Chống Năng Form Lững 2 Sọc,150000,https://tiki.vn/ao-khoac-nu-cao-cap-chong-nang-form-lung-2-soc-p87670862.html?spid=87671086,,8.0,aokhoacnu,1200000.0
5,Áo Len Tăm Cổ 3 Phân Hàng Loại 1 Cao Cấp 344,55500,https://tiki.vn/ao-len-tam-co-3-phan-hang-loai-1-cao-cap-344-p197913047.html?spid=197916024,,26.0,aokhoacnu,1443000.0
6,"Áo khoác len cadigan mỏng cúc đóng dáng dài, áo len mỏng dệt kim dài tay cài khuy nhẹ nhàng cổ chữ V freesize",189000,https://tiki.vn/ao-khoac-len-cadigan-mong-cuc-dong-dang-dai-ao-len-mong-det-kim-dai-tay-cai-khuy-nhe-nhang-co-chu-v-freesize-p201672923.html?spid=201672930,,24.0,aokhoacnu,4536000.0
7,Áo Sweater Trơn Chất Nỉ Lót Bông - Sweater Unisex - MM - M,109000,https://tka.tiki.vn/pixel/pixel?data=fjzWYDJPLk0NdFHKAL4BDfMSCr9SUvoE_1mWlcglNO4eJbaGjT46YuQHbVSyeB45wYz05kV5SQyX3usGvG6iaEYf2zk_QAd7dJJroi0nDFflA256fef1vmPvWyfue7U0wIl1f6eoJV20wxGRlpAyyVOriocD3jpsluK3_M9Oys297qcpznphifTGOH-Fw5QBqrDbxsydtwzCc9ScQY9BaYub85MnbaDgEbyeXuRXPDSw3hJU8C2pU9AB-VJHEjjTuA5FjVg006O6zK53RyQsR7XLsA8xM9-9ZeSiLcunZ_8b-Z6qbt-wiX8aCJIJWAShKoGSaMjBXWLGptqDNHOJ6CquECvupRAdAmfZDhw5cHTXowR-Fp0XygeX2uN6iBUqCs19OL24YCPvQAYAkmx1q4FU7Xz8h6H0rf5KkQwsyHizDPl4zI8MMtpzUWW_i56DvQDCVwSJQb-zmwxy-RrRf0Smzz3cydGKW4BqO_LeOahub8QbuvI-bL1EkvjdGNGYdNc0PkWsKfxvCK1S0ff_10cDn9wCxB8MjtsvXl7YDtLk7y-P123EHCvhKmBtFx2VE7Rg2EI2Qk9fuit6fWpD1eQgwQLXyEkoOBDYSBRIO2yewCrd5s3f-xptuhbFkM4hx9Oq30tqJYecjsPqr27SJm93NJeJdSRkdrcRRpRv-x0u1ciyjyLi8p7TwfVTI4qt7M2qzqx60uqnCX6eP1DUbrwvqTeqrUz33FUHN6KSU0OekSe8L94N1Ywlp4ZSnEQjBpw92V8DyCkXKrDvZN6-mUcGQ6vQrkf7jmertFAtU-xESWjq9Ki4g1jlinuTc9xUilohxP3lFpVDd1COPZIyYUSEWe2Shv2eePtFBaGTpqb85NrtIS_FkC42_aqfpBKXpwfL5PmlqBFO3OVPIpAaqCZMJN0MnvcbDpZnv0AEuBDI3DdHlXaCI8XDWY_S29GGgSnvchMfonSyKynx2rqgeVdLd2zSI3h5OPJvfrKwXSFryV0yrlezzXThFEoVknq7Ktvn2ja8xhfLOGgBNBLYp489S2McWYv3WHaiqxB359Ulsjf9onIRSZNG4S5lWHQBESF6pSlmzREvtf29r6YzxF8B62gZMyz8dyPfJ5or0oaWk7dvzxdjSKochhiKphLQFAZpwkV3vCjLwJuuFLg4jA&reqid=EgaqY4bXIoCsb2vz&type=CLICK&pos=11,,4.0,aokhoacnu,436000.0
8,Áo Vest Croptop Nữ Dáng Ngắn Cá Tính Áo khoác Blazer Nữ Chất Tuyết Mưa Cao Cấp Hàng Thiết Kế Tay Lỡ Phong Cách Hàn Quốc,169000,https://tka.tiki.vn/pixel/pixel?data=aaz_SHqVvi4-pTpXJ6W5mttzpY8wf6VWhUMRoJB9inJEoUIFoTVUZgaOQif_bqPP-YgJR8XzC-e-e4-Pl8UALbqMQcw2X857B2BlJPm506cebtwijIZ4LG7BJ4DvmOqX231j8XO5RV6Li7zVR3VXYbz2T85aoChMqgc6MjSfEZYUcHNxZnqkWX0LLegC_Bn3qlo66DFYufdQb5g-TgtEVBG_joankCzBF1Gokz-YqDfXCInJaIxG6UbUF_ONjjWektBDY6WMkfRjlx25u12413UWu-6zLl5oHGqsAfsZsEhpjNqGOIHRUP94DgIoIZhjZD61PsoRPVx6o-z8U5tFe06wbT9TromW9Jj668o10kku0uLn58mbymsbzCagClWj7BO24C1AdPPm98stVwgbfnohbe90cV3r9PhdP3gBkX8zm6AGsjWTiGxFlCr9k0dDrjL2LlI-UJ-VpB7ySH9VFFbzqDgXRN7WgrOV4O7_OfB_FNnlPHyCEWaf_i-dY03Oh9QmnBvH372y61eEUIeBRGLvvCR0PcWl36o8kfGSKbDoREEqaZVltBqJK4bCm57ZurbUYwwYtZqCx-VQ5AIZVCXL0Ob07LRNx0cdFTNyRLAm5HnhMifuKaYh3WHaOaJEUCC3N-QhhqZucwXCXE63lyDqUJt3Zid8jiyviV7Cu6hgfBhKVFjtx08i8pRr5sRrjCyL4MYWEWpHfQ163_LwVv6ozw105XNONKb1P07r5tn8-3ApC931tXfpNaqZ0G3encig86_zeCVf2KA4Ym2Rq9HIyV03xsPHL5LYBEakl6-NE2X7YkkcMUCHI7Aiu3rm6XOp6liRMIaz3qcpz6JvFo0mT-KhqAaeQUqDwtTLRvQji9ux9xRkxlYvqbtOWgFd_3zJas4JlSxhuwUb6weZaJ3yhfIyScgHsZSzVu5aJK212SRUN4IpPSrhW3cYOEA-e1awy5acmTxa3dvontjsUiclggZzzY3-sKPXxfwD2IGh4i6UOZRCe79LINg5wMafHFFTO0vddBU6TaZtOPIiiGb7R_DJ8KBigWQ-LuZj61BDZ_k1pNu4thIwR8KlCHqs5h4LbMYXTTlbqj4bwSDq_wRrDxj1qb0qFy6GgQjgkHAQuRdzFe_gH1Q78-GEIZ2Uyv3N6ECyKHhUYEtr4ts7HTg10FfJAzZb2GBkibzA2ZDOe-eDwFKFB48tqLG4kSuzKo3b-MZkKzcLxhSABsMRPCyVQ-5JUyQ-Mg&reqid=EgaqY4bXIoCsb2vz&type=CLICK&pos=14,,60.0,aokhoacnu,10140000.0
9,Áo Khoác Nữ Măng Tô,450000,https://tka.tiki.vn/pixel/pixel?data=pmcgOca2hEGY5i9WrVKZYrzwdC8Kd2UBZGsppu18Fq8F27KmbB-chJfHB7RePIkx39lgy1ZRxt88vU5uR4EIrAkujLmSgqK-6aDFdyxMph5t8Fe_rlTfaRY3XBuM71t4btcm41Vc3gV4gO_gh3x_ouPw6dyAeSOKHOcB-YwgN6nITHx5Zo2P1vlib0mKmo-Za6SehceQgGxjXpfBs-t6Np8HLsb4LPK0ZXRdP9v8BMQ8LIb-vt3pYZFN7tal6BkLIENRrJFrUWXeAW5L_6DFyVl58zg1JeH29rnXM_Q7KthlXI_kBcEBeBbM8tJc05sDyd6nM_bISbSYzRCC7TllHg7CqJTW4KrkbhYnH-yELJwtmYUrc4BbFGeadwnbgznn4HnMETPp_ZP1GlcxamrvsTRyXa5bjfaad0frsHxtG4tdoSqd5m7K8GvwFT3ORp8AuWUvNMNEt50mSdar5mJGLXA5ylihRkxNox41bvSF6SLxGzJvewGgZkWiBI4qhTLmW5rL4ES-5yczhBC0BKO5wY7PACogf8DYSp5sgYFEutn9S43iLkUzo274r5mZgKVk1aWtLQIbWeE0RF4vEaVjJTxV0EnFYXHt05b2S-tMKmz6ekNqReJ_T1_l1TXKoxNaqgIKB6t_BWhHgRT3Q5PMhP-WLsYqDlxPLsQaeNMyb-4dbn_ClMHV9W67nlLsr0imFFicSXrFK9SW6LrFmJYgXpVY8JOqn5p3qrN4RAU_fK_0j-91YzRMIdRcYsLCX-MEtU4KEDesDJ_GIXUEdZe9zmu9IzVUfPhiL3qJ6vPjozsiDJ7qMDLRBuJ8u0jmID2DjnMkZ6ePFUN3Ere0rlv0bTd_rcBVS1af8NLYfYG5w_ISAuO-g6cowUuc8mMjXjMAmRg4XmXnfoq6_IwakpAkKEAqY3gJuviGLAML252bDlSGYElnUJ4o-8Ba-tdXagN2f6EGF4QlVMsMT-m26IKoq10ZjTGC89S3cZA-DFuSKAbP-1UibbeSmI46DmuTnPzIliXkY704unjn1luJyio45WABROOc8Ji7Ads7JousJra07OHdX9dO9inN6EzL5J3qtCShXjAx_PI&reqid=EgaqY4bXIoCsb2vz&type=CLICK&pos=15,,195.0,aokhoacnu,87750000.0
