,title,price,link_item,discount,sales,category,revenue
0,"Trà vằng túi lọc lợi sữa, nhanh lấy lại vóc dáng sau sinh Wonmom 40gr ( 20 Túi/Hộp )",89100,https://tka.tiki.vn/pixel/pixel?data=nRgoi3M-2mHZDVwdrSmQxyb_lOB2TFeizQqqyinBDm0aYVRDuSjadWrJ6wbm2vzJz1N-DpsyNMXl2rILHbqD1vTFKg6qfYv5rPb2YdP3d387pAYhGt4QLyjY-yu4RY_-8r_sJOY0SnNh9lzG9-xqY7G2QD1owkv7UOUnztgf2WRMVb5Dv2FTCgJED78Ws1AbLUnnOxvi6ujsCGvAj6kJQFh9QnExmub11mHQPGF8N9jIRGXPVb1zDlKPgbnQC-S3weQIEH6aJP_vd_ytqpaRy25ybVIvyFxT3SRPMspxrYuRfrA1r4cZ3npzazywWRAIeY-pWxcCHP6Qhgj_w5ktTeobgYf_UfBRImyUZy8hxw-T3bLKiS9yGh7gy7EgpcY_exkdxTsYU2YeUrqFEumtAy2CmVzYr6uErXYzMLUxrZgrwBpjfp34lGmjsh3je6OZ7_nV-qdzOocIep1aZK-vbxUgzFLR_mteD2lCXdUZVyW9o8yFsOf7OzwBg1ADClHwipo15WkG9Ux89IpVQWlAfdqk6JU8sh4CJu17UYWHUbAsXTIQQNMwEDFmDF713Civk1tThaWaLzpaS1bxC-57kg87hzMDLAfs866fJ1Cw5HxRS1XidV1I0iAciZ7wu8jD8ubSJ-Jm0UFZ2OpztCldDGnfPhbtkVjBMjMSxOfG5O0wz1hugpbYzkXmkp8SuEROjSsxa9Amc6DQXoRMkgc8lyniDPTFOp4wRDZyqM3sOVIdUpyZkbkHG4V5bEFRyJxqPV1mL-mVp_SjHaa9I_miAHhcb1XfDUodLIVc3llD7vWHa0Xv0GHjbCVLYIBjJvzPE4omtCy3DeffTgn1mXiTscTUXmtGdoNlITHNYBi9ACJ3skaaedqQrjIt3gt_xyNWMC52ZYfjWRTRhTUFy2DgQiCYzJmVJSesNfEGzXSvSprrJKD6VkL-ET3-8FVFtEtU9Q2AlEjWgl2EAlvSjsyMxOIYt-5Xy0lExhDUZco7Vc11xgpIwDXdDE1lScFVr1roPz45aQTbyTw-6s5Fqme4OP8pwXVZ9-o&reqid=sWNXxbUgUs8xf1ht&type=CLICK&pos=1,-10%,965.0,dinhduongchome,85981500.0
1,Sữa Bột Dành Cho Mẹ Bầu Anmum Materna Hương Chocolate 800g,432000,https://tka.tiki.vn/pixel/pixel?data=_Y0bFQn0_lnaQeBwRKukEeagn2Z3KySCVrjJu2c1G5kPQW1MHX4h9R3rdY6YQOp8GnQSWEDU53GAOeSKyUjNIYTv-jM_Xc6P4jpbw1RinDvjP75_JDU_uZWK5kwa5ZaewLcK5sRJkQiOtR4zw9QH2qKvSg0ih1gFt1fR3shY3RY1prJu4WSMk_HBvfEVnzMOIIGNP5OGral-qnkSHjAXhhvYO4bAdJ2Uf6LVt7mlBeV0atBG86ECAhDJUoCNugvLIeyiAyd_jHsmxARhbG502I_Y2xDYOyHqj-5y4mK0muAJttaocpBuZ8JPMS9oKZpbW6G8svqWuw1e2uvxXF6unbPqFosQr0qenEZjQToBg-DL87JSrPEPjLCesaycfJAvNkC6u2SIKmIbPiGf8iCs5R9WMg8Puy8ydYSkp888Df8xG2xTSa7RKuj8RUZCFq0M6MFUGUy5EI0jVp8YZj_78p2GFxssmU1z4L86OH5pJfVuXnINYx8hqAIxZHN1r1lUEBF35dDW6-zCXgbB7qVSrq-4S-P3JDqOQFqexGJ43LXrrjjGrgHlQN3uNncpfXoIGQi8ieK03w5P0mvxh-2DlgZCI1OfjdVhVjYPb22LfBz80d2Yg8FsFAte8wGyjDUXp6iCNfzv6MXQm3PIgpf6bnA0SGlZLqyD_kEIpVKFZZS3lMf6sPSEkoFA1iXHFz8fcdGmaQxvH7waAw2st134iVr8MVBMiG88d1qeMzGqBcpTED-_YjEpw_D4e0jBA_4Y9iWnmI4KHGShji54z4YWae_ZnnKtjcoCBhUPXLGG24BbGPWsNJzJFfa53lfKamWmYuZNmeKVXcIcVLCTrT8bQj9AvLtTArGKNdOtiPicIkXNGxO43DaoqXPt-4s3Aeplf4Vmm6ak9Oi6gatDHiAt07XsgJrpnNGXuvKTy53N5NKTr-sNVO1_jtf4qgsfDyIuZV5bom1kUuPCfJju9twH4Way_bqBPSW1BWT93ZO2Qu9juR1C1AC_Ab5XwEIQXvBIxsjT0oWMeYD5DJ6MXsStteT7Uw&reqid=sWNXxbUgUs8xf1ht&type=CLICK&pos=2,-8%,1400.0,dinhduongchome,604800000.0
2,Sữa Bột Dành Cho Mẹ Bầu Anmum Materna Hương Vanilla 800g,432000,https://tka.tiki.vn/pixel/pixel?data=AbtIWZvXnw8Rp4jMCBV23O_occxBd2htJZXSAVnsoUnv11sQwAgMVkAUrAR4AwVDO-DyzFufIWqWOokF4vKg-EWqHWQ2a38_UR-dZz4d-xep5rGZq9l2jvhLBrsrkT0FGH0-P3sSN0H_qiaSVe5XkCAIkLg7jTLCUt1O5ResF2gcYTnDjukyvYTBdE4lPjfL0W7lHG1q6dmp-nBqznTIrJdwtCGTJ5rZrK-DrxJ6bLOmTvNOjVcKzqofGtW6e31822FzmqGToz00qfaY7d-oOnvX9EXu8hQzTt4TOiFArKGBy8sMAflAm-jKUO5IQRp7neUp5dLKb53ijrRsgNIfvW2Tq3P1qXnDelTXrKynDQuRdUdgvA74W_IzZWCF6zW8CC1J2Zx_Ntj655qyUekt3vuQxhNS6CqBGv-phb_R1Cj_qJaIIeW3Vo8uLKEPcHXLsjF1BXAA2555SP6bFh_LBIHAT7Ic4Mcf2kb-4avAlaDO1UEFQ82jsBCroXpaibnv-Kg4p_0jA4ZNfu4o1GgPubTBawc1NeUEMHTMzyEgo5TpIfKeHCmzbuB7SNZGJw3HMn5mxcsz0veAxIdPEpwC1lmr8d7ekBzgQ-tqwWjSnRhrH9bCn97iz53vIqaqb-QxIBT5F8psuZ22WbhEidj2XJTYiSV_dJ5NX-IYqYHISLy5pwRAMeLFFHg_LHAgpxhOHKFvVe8x4rz_ArnwI3g72squNzYN_ADi8TWr351D85jdHwGS7iBAiZmmwA9VkygCL0MwVUaz1176ba3PSpRt4CQ1If5y2-voDoJUbbBhOlvOrSpiZNm7Xa_UK2-rZPtpSVnT9UqFbtA5NcQYccGlz3bgXNsCtseucTqLIB1S2kbBn3CinPmmIMajg71GylYfxwlX8hdWm9EjYLDqozovSvBdcbbfAUNpZp82Xz2jFkoDucempNdjdapbhwRl3b1uycIUYXdX6MIAdcN4c-BEJP0hRgo1KwkKGIZzewBmabqR6pxv-V2rmWD0ewlHHMxgAXSPIjM4YEvcSbXMPro9_Ws&reqid=sWNXxbUgUs8xf1ht&type=CLICK&pos=3,-8%,992.0,dinhduongchome,428544000.0
3,Bio Island DHA cho bà bầu chính hãng Úcs,535000,https://tka.tiki.vn/pixel/pixel?data=Y3zAV19RJehgyxNy2ncy74-asDL9rQZanAZyfphyHNojYqXlNHQxiDTqJ53b1LbRhktb7Ams7KE6dfG0PWFD2bm6Q4wMGZPawF3y-KFhR5LYxILTrjFux9c5b7mV_sNfzpkKJp4QMWrgfe0WzKP9y8U3lSfkZ5xOv6a0bfVXdPMStZhPeg0ROJXD5BZ5VBUfRhRKcopNK4sUPWgvYWkFjz5kOjvrNKk35nhgEVsQKR_L6JCTpuxtqI85pf2SGVmLkpWFPae4MQpaG-142DPbWp6BNIRSmNzucyQQuOcm9KJ7zo0Vvduq0pZ7OqeBGsDvbrzFAb22FHaLwdUhY52obw1rwLbaSJXoPsOpxgj6-VbvQi5wSSGuOWOVOPim2QiWHQ1h4I17QM5XzOlHd_0rZqEQk3t8gZF3ywavwlao4C3114NQ627Qy8gv2KhQM1xxhidJ1w37nFndEjPLHkhntYNMU-KXRJ3NeivXycqHJjoll001Aktw8YGcOxGWu5hlSZ7U45wRFWb3Dp6ik_jqcUyumaT-cHZ9Pl-FlvUNuWh7yRduNZOuJ8sjrH6xiwMNjSDc6-GG19cot8qR9oXaMaGh2txM0atsyHYrj8cVQQ2swEqofnqCWIoorUge6TG5QDV4lJixsTwRg2JIY46FagXqvdLjzrIciV8MQJW0MaglAvl27SnDpTawiFx0VphR7XoAIcCypxcClQGemYV2RvjMCLbRdMmrQB5KUtuWLvYJkOcsPb_dcLzxpTEL_Ci98M6ReJRtCTzGgk2-0vT1sv1N3A3c06PQF4A2vCkAAk_wgS88AcI7_pmUEvSk4SHVmL987dbX775Mo5vCYX98xp7M9vN34zecjMCkR1VWmPzl8i6oUSZIpng1eNrogCV0UJ2BpCJpIpIm7h2yZHcQQeug6Zemz6Tmvw9barzPI0ghKgo9dPRNinDEdywnCaFzycyJOHxaeti4Ka5KP_8nR6AoQWolICZxJSXrGFpvDscJM_-SEFLt8ccYIs1uc_yn-C5TLsrcDmYiQ5Q&reqid=sWNXxbUgUs8xf1ht&type=CLICK&pos=4,-20%,827.0,dinhduongchome,442445000.0
4,Viên sắt cho bà bầu Blackmores Pregnancy Iron 30 viên chính hãng Úc,198000,https://tka.tiki.vn/pixel/pixel?data=S4rGOEMkVhD_geUCIrVjzeoQLWKQTBsxGonlOYurWlZpY2xWTv9olaw7GuWr1cNGyqRPHT3iG7CLhe3inMJEfALLqULo1xUINoJ7uQajUw2Ki18c2KA5YgVgv-ocUAc2b4DzVROh_RpmUBHJCaJU-CR7D9nIdwDVg4v65bwCFQ70wsyl8A0DsyZ00KAhlSw6cl343gMUV_ZsFwrCgm2VV4fi2-dRfCmjOGTaOx72yRtfUWPRvzDXJZDheBR2GN-7g3H1PvqbAI_hzGWXUU_0maFQFJO9DlxfljBB4J7AjdYk3uPF3E6Y5e0qELqFoVB-Mbo7Ux8a-WMbeXecO0kFsTZvsRoFkszUMh96GqC8FgwUDSE84hFhqEvmdqtNCleLZ97N2GXzv5LxRLjYqqkmbjFHI3jOiu4PTGO9GwtPkYmFVkfyYYVr674--1ztpDv4UNDUX4wwdUW-u3OqiZx53dKttlGaGwtX_CqyQral3aJSlcKv6snWnYdkOelcP5VENkimmihIQo3cL9dC9ZObpezRg-2h8jOcd6zOUjwalTAq594E3rGuNmqCV2dv53tpDkLTEfnNY73hl1lJVR2Fvf5OlsRF8bW4Qf8ObCCuxzUjL36c6MCuYDl_NH79y61cWEIJXyfKBV78XgyJgoTSTvJPyT5dEnGb8HEjmptBDoRrSoRDdgIhTBl4z_lxMCs4plXjyvH1npbUmwDGwXRtTyZWJ68xJ-5PUW824Qfgof6GYEilis4vdkzKObOWpCkjS0k5oCDrRFacR0K1MrwHaCmnXhFBl1VzX-trkN-adZifENwoCOBGxWVJkx2oZhXRekaaW2DHdrXz5gbEIAur-Ek3ijGKt9Aro-SFDgZovgavw60dr0xM9zXTOpF1VXDsOz8IOHyaxPjiwZN1xHQIfuIxfLC_9Sbe9oyfXnQVjWrd9d8s1GYFitscir0kWTrRCak5zj-n6KQAiT8cSlLxcIzQ6_RMEdkbxFu2BZrpn4bSRp9tKOToFXB4J1cUvEurbOpWD9q6gYrzC80lRX534-ThG7mrNbITOfIRAsDASdugBtj3V8c&reqid=sWNXxbUgUs8xf1ht&type=CLICK&pos=5,-20%,417.0,dinhduongchome,82566000.0
5,Bio Island DHA cho bà bầu chính hãng Úcs,535000,https://tiki.vn/bio-island-dha-cho-ba-bau-chinh-hang-ucs-p56957583.html?spid=56957584,-20%,827.0,dinhduongchome,442445000.0
6,Quà tặng từ Philips Avent- Trà Cốm lợi sữa HiPP cho mẹ sau sinh,50000,https://tiki.vn/qua-tang-tu-philips-avent-tra-com-loi-sua-hipp-cho-me-sau-sinh-p262731118.html?spid=263924932,-20%,74.0,dinhduongchome,3700000.0
7,Túi Ngũ Cốc NAVAN (800G) - Dinh Dưỡng Thiết Yếu Cho Mẹ,189000,https://tiki.vn/tui-ngu-coc-navan-800g-dinh-duong-thiet-yeu-cho-me-p44140382.html?spid=44140383,-20%,2400.0,dinhduongchome,453600000.0
8,Viên sắt cho bà bầu Blackmores Pregnancy Iron 30 viên chính hãng Úc,198000,https://tiki.vn/vien-sat-cho-ba-bau-blackmores-pregnancy-iron-30-vien-chinh-hang-uc-p57804868.html?spid=57804869,-10%,417.0,dinhduongchome,82566000.0
9,Pregnacare Breast-feeding Bổ Sung Vitamin Và Lợi Sữa cho mẹ sau sinh số 1 Anh chính hãng,368000,https://tiki.vn/pregnacare-breast-feeding-bo-sung-vitamin-va-loi-sua-cho-me-sau-sinh-so-1-anh-chinh-hang-p57793181.html?spid=57793182,-5%,267.0,dinhduongchome,98256000.0
